date/time,settlement id ,type ,order id,Sku,description ,quantity,marketplace ,fulfillment,order city ,order state ,order postal ,product sales ,shipping credits ,promotional rebates ,Total sales tax liable(GST before adjusting TCS),TCS-CGST,TCS-SGST,TCS-IGST,selling fees ,fba fees ,other transaction fees ,other ,total 
01-May-2018 4:52:48 AM GMT+00:00,10189090122,"Order
",407-0074715-9476306,AMANEEM-1,LOOFAH (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,"Amazon
",MUMBAI,MAHARASHTRA,400076,321.19,10.59,-10.59,57.81,0,0,0,-13.42,-76.7,-17.7,0,271.18
01-May-2018 7:06:14 AM GMT+00:00,10189090122,"Shipping Services
",408-7080209-6199543,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
01-May-2018 7:06:17 AM GMT+00:00,10189090122,"Shipping Services
",408-4518704-7836358,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
01-May-2018 7:06:57 AM GMT+00:00,10189090122,"Order
",408-7080209-6199543,DISPMEN,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,Sawantwadi,MAHARASHTRA,416510,338.14,55.08,0,70.78,0,0,0,-71.18,0,-5.9,0,386.92
01-May-2018 7:07:28 AM GMT+00:00,10189090122,"Order
",408-4518704-7836358,MEN DISPO,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,New Delhi,DELHI,110019,321.19,55.08,0,67.73,0,0,0,-68.11,0,-5.9,0,369.99
01-May-2018 8:18:50 AM GMT+00:00,10189090122,"Order
",405-4976522-8458717,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",Mumbai,MAHARASHTRA,400098,397.46,42.37,0,79.17,0,0,0,-71.94,-119.07,-17.7,0,310.29
02-May-2018 4:50:04 AM GMT+00:00,10189090122,"Order
",404-8043879-0695550,WOOD,"PACK OF 2 GOOD QUALITY Wood Back Scratcher Massager 18"" Long Self-Massage Back Scratcher With Double ball Rolling massage",1,amazon.in,"Amazon
",Zirakpur,PUNJAB,140603,329.66,42.37,0,66.97,0,0,0,-32.13,-97.83,-23.6,0,285.44
02-May-2018 5:09:51 AM GMT+00:00,10189090122,"Shipping Services
",403-8135550-8493958,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
02-May-2018 5:12:42 AM GMT+00:00,10189090122,"Shipping Services
",405-8768206-2887512,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
02-May-2018 5:13:40 AM GMT+00:00,10189090122,"Order
",405-8768206-2887512,DISPOC,"DISPOSABLE NON WOVEN PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,F",1,amazon.in,Merchant,PUNE,MAHARASHTRA,411021,328.81,55.08,0,69.11,0,0,0,-69.49,0,-5.9,0,377.61
02-May-2018 5:21:48 AM GMT+00:00,10189090122,"Order
",403-8135550-8493958,LOOFA5,LOOFA (5 PCS)100% NATURAL RIDGE GOURD FIBER LOOFAH PACK OF 5 PCS,1,amazon.in,Merchant,new delhi,DELHI,110064,252.54,55.08,0,55.38,0,0,0,-12.85,0,-5.9,0,344.25
02-May-2018 5:55:03 AM GMT+00:00,10189090122,"Order
",402-2334293-6449130,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",THANE,MAHARASHTRA,400607,397.46,42.37,0,79.17,0,0,0,-71.94,-119.07,-17.7,0,310.29
02-May-2018 7:12:31 AM GMT+00:00,10189090122,"Refund
",404-3857080-9752306,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,BENGALURU,KARNATAKA,560090,-304.24,-55.08,0,-64.68,0,0,0,30.02,0,11.8,0,-382.18
02-May-2018 11:21:42 AM GMT+00:00,10189090122,"Adjustment
",,,Non-subscription Fee Adjustment,,,,,,,0,0,0,0,0,0,0,0,0,0,76.7,76.7
02-May-2018 12:44:28 PM GMT+00:00,10189090122,"Order
",171-1570571-9745140,HEAD,"SET OF 2 PCS Head Scalp Massager New Arrival Best Selling Premium Quality Lowest Price Hand Held, Relieves Stress, Removes Muscle Tension & Tiredness,",1,amazon.in,"Amazon
",jalandhar,punjab,144004,253.39,42.37,0,53.24,0,0,0,-38.81,-91.93,-17.7,0,200.56
02-May-2018 2:23:40 PM GMT+00:00,10189090122,"Order
",408-7101319-2258757,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",JAIPUR,RAJASTHAN,302015,397.46,0,0,71.54,0,0,0,-71.94,-49.56,-17.7,0,329.8
02-May-2018 10:14:42 PM GMT+00:00,10189090122,"Order
",403-2549936-4473133,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",ERNAKULAM,KERALA,682020,397.46,42.37,0,79.17,0,0,0,-71.94,-119.07,-17.7,0,310.29
03-May-2018 6:29:09 AM GMT+00:00,10189090122,"Order
",405-9376318-3149946,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",CHENNAI,TAMIL NADU,600018,397.46,42.37,0,79.17,0,0,0,-71.94,-119.07,-17.7,0,310.29
03-May-2018 7:11:57 AM GMT+00:00,10189090122,"Shipping Services
",406-4483380-0712361,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
03-May-2018 7:12:07 AM GMT+00:00,10189090122,"Shipping Services
",404-8028144-2637959,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
03-May-2018 7:12:56 AM GMT+00:00,10189090122,"Order
",404-8028144-2637959,DISPODF,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",2,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400028,642.38,110.16,0,135.46,0,0,0,-136.22,0,-11.8,0,739.98
03-May-2018 7:13:00 AM GMT+00:00,10189090122,"Order
",406-4483380-0712361,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400016,338.14,55.08,0,70.78,0,0,0,-71.18,0,-5.9,0,386.92
03-May-2018 8:18:37 AM GMT+00:00,10189090122,"Shipping Services
",407-3910303-5181931,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
03-May-2018 8:18:54 AM GMT+00:00,10189090122,"Order
",171-2309243-0993134,SCRTR,"(PACK OF 2)GOOD QUALITY Sisam Wood solid Back Scratcher 15"" Long Self-Massage Back Scratcher",1,amazon.in,"Amazon
",NEW DELHI,DELHI,110092,337.29,42.37,0,68.34,0,0,0,-32.87,-88.39,-23.6,0,303.14
03-May-2018 8:19:39 AM GMT+00:00,10189090122,"Order
",407-3910303-5181931,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,KOLKATA,WEST BENGAL,700027,338.14,55.08,0,70.78,0,0,0,-71.18,0,-5.9,0,386.92
03-May-2018 9:15:24 AM GMT+00:00,10189090122,"Refund
",403-7551618-3475545,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,BENGALURU,KARNATAKA,560070,-321.19,-55.08,0,-67.73,0,0,0,78.59,0,11.8,0,-353.61
04-May-2018 3:29:22 AM GMT+00:00,10189090122,"Adjustment
",408-2030299-1489114,WOOD,FBA Inventory Reimbursement - Customer Return,1,,,,,,0,0,0,0,0,0,0,0,0,0,65.28,65.28
04-May-2018 4:59:04 AM GMT+00:00,10189090122,"Shipping Services
",403-5446273-4914759,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
04-May-2018 4:59:43 AM GMT+00:00,10189090122,"Order
",403-5446273-4914759,DISPMEN,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,pune,Maharashtra,411007,338.14,55.08,0,70.78,0,0,0,-71.18,0,-5.9,0,386.92
04-May-2018 8:20:40 AM GMT+00:00,10036976562,"Transfer
",,,To account ending with: ,,,,,,,0,0,0,0,0,0,0,0,0,0,"-11,552.95","-11,552.95"
05-May-2018 6:07:42 AM GMT+00:00,10036976562,"Refund
",404-0585392-8955546,SCRTR,"(PACK OF 2)GOOD QUALITY Sisam Wood solid Back Scratcher 15"" Long Self-Massage Back Scratcher",1,amazon.in,"Amazon
",CHENNAI,TAMIL NADU,600089,-338.98,0,0,-61.02,0,0,0,26.43,0,23.6,0,-349.97
05-May-2018 6:30:48 AM GMT+00:00,10036976562,"Order
",406-2878518-3906746,AMANEEM-1,LOOFAH (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,"Amazon
",JAIPUR,RAJASTHAN,302020,321.19,42.37,0,65.44,0,0,0,-13.42,-91.93,-17.7,0,305.95
05-May-2018 8:28:52 AM GMT+00:00,10036976562,"Order
",407-6286594-0014744,WOOD,"PACK OF 2 GOOD QUALITY Wood Back Scratcher Massager 18"" Long Self-Massage Back Scratcher With Double ball Rolling massage",1,amazon.in,"Amazon
",CHANDIGARH,CHANDIGARH,160022,329.66,42.37,0,66.97,0,0,0,-32.13,-97.83,-23.6,0,285.44
05-May-2018 10:43:31 AM GMT+00:00,10036976562,"Order
",407-8252276-0598752,SCRTR,"(PACK OF 2)GOOD QUALITY Sisam Wood solid Back Scratcher 15"" Long Self-Massage Back Scratcher",1,amazon.in,"Amazon
",Chennai,TAMIL NADU,600034,337.29,0,0,60.71,0,0,0,-32.87,-82.6,-23.6,0,258.93
05-May-2018 12:42:54 PM GMT+00:00,10036976562,"Order
",404-6928818-8111567,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",BENGALURU,KARNATAKA,560079,397.46,0,0,71.54,0,0,0,-71.94,-76.7,-17.7,0,302.66
05-May-2018 6:21:36 PM GMT+00:00,10036976562,"Refund
",402-9831932-8111561,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",2,amazon.in,"Amazon
",BENGALURU,KARNATAKA,560102,-794.92,0,0,-143.08,0,0,0,143.89,0,35.4,0,-758.71
05-May-2018 7:47:44 PM GMT+00:00,10036976562,"Order
",171-7781368-5433969,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",MUMBAI,MAHARASHTRA,400008,397.46,21.19,-21.19,71.54,0,0,0,-71.94,-76.7,-17.7,0,302.66
06-May-2018 5:03:57 AM GMT+00:00,10036976562,"Shipping Services
",171-7882310-3953115,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
06-May-2018 5:03:58 AM GMT+00:00,10036976562,"Shipping Services
",408-1719309-5437113,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
06-May-2018 5:04:00 AM GMT+00:00,10036976562,"Shipping Services
",405-6008984-8044356,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
06-May-2018 5:04:00 AM GMT+00:00,10036976562,"Shipping Services
",408-2492793-4812344,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
06-May-2018 5:04:43 AM GMT+00:00,10036976562,"Order
",171-7882310-3953115,DISPMEN,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,Thane W,Maharashtra,400601,338.14,55.08,0,70.78,0,0,0,-71.18,0,-5.9,0,386.92
06-May-2018 5:04:47 AM GMT+00:00,10036976562,"Order
",405-6008984-8044356,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400052,337.29,55.08,0,70.63,0,0,0,-16.39,0,-5.9,0,440.71
06-May-2018 5:04:56 AM GMT+00:00,10036976562,"Order
",408-2492793-4812344,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,NEW DELHI,DELHI,110051,337.29,55.08,0,70.63,0,0,0,-16.39,0,-5.9,0,440.71
06-May-2018 5:04:59 AM GMT+00:00,10036976562,"Order
",408-1719309-5437113,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,NEW DELHI,DELHI,110051,337.29,55.08,0,70.63,0,0,0,-16.39,0,-5.9,0,440.71
06-May-2018 5:42:31 AM GMT+00:00,10036976562,"Order
",408-7017283-3782730,BIG LUFA,"LOOFAH (3 PCS)100% NATURAL RIDGE GOURD FIBER BIG SIZE 8""TO10"" INCH LONG(YOU CAN CUT IT AS PER YOUR REQUARMENT) &#x2022; Use with your favorite liquid",1,amazon.in,"Amazon
",UJJAIN,MADHYA PRADESH,456006,337.29,10.59,-10.59,60.71,0,0,0,-14.09,-76.7,-17.7,0,289.51
06-May-2018 8:39:45 AM GMT+00:00,10036976562,"Order
",402-7031536-4569912,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",HYDERABAD,TELANGANA,500040,397.46,0,0,71.54,0,0,0,-71.94,-76.7,-17.7,0,302.66
06-May-2018 10:45:33 AM GMT+00:00,10036976562,"Refund
",402-2334293-6449130,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",THANE,MAHARASHTRA,400607,-397.46,-42.37,0,-79.17,0,0,0,71.94,42.37,17.7,0,-386.99
06-May-2018 4:54:39 PM GMT+00:00,10036976562,"FBA Inventory Fee
",Xi558h8616,,FBA Removal Order: Return Fee,,Amazon.in,,,,,0,0,0,0,0,0,0,0,0,0,-35.4,-35.4
07-May-2018 4:29:03 AM GMT+00:00,10036976562,"Order
",404-5503754-1495532,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",THIRUVANANTHAPURAM,KERALA,695012,396.61,14.13,-14.13,71.39,0,0,0,-71.79,-76.7,-17.7,0,301.81
07-May-2018 4:30:34 AM GMT+00:00,10036976562,"FBA Inventory Fee
",,,FBA Inbound Pickup Service,,Amazon.in,,,,,0,0,0,0,0,0,0,0,0,0,-598.12,-598.12
07-May-2018 5:29:21 AM GMT+00:00,10036976562,"Shipping Services
",407-8100590-8001963,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
07-May-2018 5:29:30 AM GMT+00:00,10036976562,"Shipping Services
",402-8479996-4980313,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
07-May-2018 5:29:44 AM GMT+00:00,10036976562,"Shipping Services
",171-7970845-9397955,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
07-May-2018 5:30:09 AM GMT+00:00,10036976562,"Order
",407-8100590-8001963,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,Mumbai,MAHARASHTRA,400063,337.29,55.08,0,70.63,0,0,0,-71.02,0,-5.9,0,386.08
07-May-2018 5:30:12 AM GMT+00:00,10036976562,"Order
",402-8479996-4980313,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400052,337.29,55.08,0,70.63,0,0,0,-71.02,0,-5.9,0,386.08
07-May-2018 5:30:37 AM GMT+00:00,10036976562,"Order
",171-7970845-9397955,DISPOC,"DISPOSABLE NON WOVEN PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,F",1,amazon.in,Merchant,PUNE,MAHARASHTRA,411004,329.66,55.08,0,69.26,0,0,0,-69.64,0,-5.9,0,378.46
07-May-2018 5:32:14 AM GMT+00:00,10036976562,"Shipping Services
",404-2844282-4042719,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
07-May-2018 5:43:04 AM GMT+00:00,10036976562,"Order
",404-2844282-4042719,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400080,337.29,55.08,0,70.63,0,0,0,-71.02,0,-5.9,0,386.08
07-May-2018 8:23:09 AM GMT+00:00,10036976562,"Refund
",408-7080209-6199543,DISPMEN,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,Sawantwadi,MAHARASHTRA,416510,-338.14,-55.08,0,-70.78,0,0,0,56.95,0,5.9,0,-401.15
07-May-2018 9:37:44 AM GMT+00:00,10036976562,"Order
",404-8839018-2005107,WOOD,"PACK OF 2 GOOD QUALITY Wood Back Scratcher Massager 18"" Long Self-Massage Back Scratcher With Double ball Rolling massage",1,amazon.in,"Amazon
",Surat,Gujarat,395010,328.81,0,0,59.19,0,0,0,-32.05,-82.6,-23.6,0,249.75
07-May-2018 9:30:36 PM GMT+00:00,10036976562,"Order
",403-3058808-6439566,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
","Govandi, Mumbai",MAHARASHTRA,400088,396.61,21.19,-21.19,71.39,0,0,0,-143.58,-76.7,-35.4,0,212.32
07-May-2018 9:30:36 PM GMT+00:00,10036976562,"Order
",403-3058808-6439566,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
","Govandi, Mumbai",MAHARASHTRA,400088,396.61,21.19,-21.19,71.39,0,0,0,0,-76.7,0,0,391.3
08-May-2018 4:58:59 AM GMT+00:00,10036976562,"Order
",405-7910218-4571518,AMANEEM-1,LOOFAH (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,"Amazon
",SEONI,MADHYA PRADESH,480661,321.19,42.37,0,65.44,0,0,0,-13.42,-119.07,-17.7,0,278.81
08-May-2018 5:49:52 AM GMT+00:00,10036976562,"Shipping Services
",404-8674273-5937132,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
08-May-2018 5:50:14 AM GMT+00:00,10036976562,"Shipping Services
",405-2569366-6437164,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
08-May-2018 5:50:36 AM GMT+00:00,10036976562,"Order
",404-8674273-5937132,SCR,"FREE GOOD QUALITY Bamboo Wood Back Scratcher Massager 18"" Long Self-Massage Back Scratcher With Double ball Rolling massage",1,amazon.in,Merchant,Mumbai,MAHARASHTRA,400080,235.59,55.08,0,52.33,0,0,0,-44.52,0,-5.9,0,292.58
08-May-2018 5:50:55 AM GMT+00:00,10036976562,"Order
",405-2569366-6437164,DISPO56,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400058,320.34,55.08,0,67.58,0,0,0,-67.96,0,-5.9,0,369.14
08-May-2018 5:57:32 AM GMT+00:00,10036976562,"Shipping Services
",402-7815173-9770742,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-108.56,0,-108.56
08-May-2018 5:58:08 AM GMT+00:00,10036976562,"Order
",402-7815173-9770742,JUG,PACK OF TWO PLASTIC JUG 2.5 LTR EACH,1,amazon.in,Merchant,kolkata,west bengal,700032,210.17,55.08,0,47.75,0,0,0,-42.48,0,-5.9,0,264.62
08-May-2018 11:44:25 AM GMT+00:00,10036976562,"Order
",404-4371660-0252347,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",NEW DELHI,DELHI,110034,396.61,21.19,-21.19,71.39,0,0,0,-71.79,-49.56,-17.7,0,328.95
08-May-2018 10:27:56 PM GMT+00:00,10036976562,"Order
",404-2858179-6708306,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",BENGALURU,KARNATAKA,560098,396.61,42.37,0,79.02,0,0,0,-71.79,-119.07,-17.7,0,309.44
09-May-2018 5:20:20 AM GMT+00:00,10036976562,"Shipping Services
",403-7032604-2550734,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
09-May-2018 5:20:43 AM GMT+00:00,10036976562,"Shipping Services
",404-9587671-6563500,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
09-May-2018 5:20:55 AM GMT+00:00,10036976562,"Order
",403-7032604-2550734,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,DELHI,DELHI,110085,337.29,55.08,0,70.63,0,0,0,-71.02,0,-5.9,0,386.08
09-May-2018 5:20:55 AM GMT+00:00,10036976562,"Order
",403-7032604-2550734,DISPODF,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,Merchant,DELHI,DELHI,110085,320.34,55.08,0,67.58,0,0,0,-67.96,0,-5.9,0,369.14
09-May-2018 5:21:18 AM GMT+00:00,10036976562,"Order
",404-9587671-6563500,DISPMAN1,PACK OF 10 PCS GOOD QUALITY MEN UNDERWEAR BRIEF USE AND THROUGH)DISPOSABLE,1,amazon.in,Merchant,HOWRAH,WEST BENGAL,711102,337.29,55.08,0,70.63,0,0,0,-71.02,0,-5.9,0,386.08
09-May-2018 7:21:22 AM GMT+00:00,10036976562,"Refund
",408-3381488-3106715,DISPOC,"DISPOSABLE NON WOVEN PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,F",1,amazon.in,Merchant,PALAMPUR,HIMACHAL PRADESH,176061,-338.98,-55.08,0,-70.94,0,0,0,71.33,0,5.9,0,-387.77
09-May-2018 9:11:27 AM GMT+00:00,10036976562,"Order
",403-7768449-5312310,AMANEEM-1,LOOFAH (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,"Amazon
",MUMBAI,MAHARASHTRA,400064,320.34,21.19,-21.19,57.66,0,0,0,-13.38,-76.7,-17.7,0,270.22
10-May-2018 5:01:25 AM GMT+00:00,10036976562,"Shipping Services
",404-9615576-8865912,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
10-May-2018 5:02:32 AM GMT+00:00,10036976562,"Order
",404-9615576-8865912,ARTI LUFA,Bath Shower Soft Loofah Sponge Pack of 4,1,amazon.in,Merchant,CHENNAI,TAMIL NADU,600039,177.68,58.04,0,28.28,0,0,0,-9.34,0,-5.9,0,248.76
10-May-2018 8:35:42 AM GMT+00:00,10036976562,"Shipping Services
",406-8759857-4483549,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
10-May-2018 8:36:21 AM GMT+00:00,10036976562,"Order
",406-8759857-4483549,LOFA4,LOOFAH NATURAL FIBER (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,Merchant,RANCHI,JHARKHAND,834001,292.86,58.04,0,42.1,0,0,0,-13.91,0,-5.9,0,373.19
